name,brand,state,city,address,postcode,lat,lon,phone,website,opening_hours,type,id
Walmart Supercenter,Walmart,CO,Lamar,1432 East Olive Street,81052,38.086671114285714,-102.60235518571427,+1 719-336-0530,https://www.walmart.com/store/2672-lamar-co,Mo-Su 06:00-01:00,way,544813022
Walmart Supercenter,Walmart,TX,Spring Branch,305 Singing Oaks,78070,29.801320600000004,-98.4222435117647,+1 830-438-4380,https://www.walmart.com/store/3056-spring-branch-tx,Mo-Su 06:00-24:00,way,547391549
Walmart,,,,,,29.80254372,-98.41999098,,,,way,547391552
Walmart Supercenter,Walmart,WY,Cheyenne,580 Livingston Avenue,82007,41.12650083846154,-104.76502036153846,+1 307-823-6810,https://www.walmart.com/store/4653-cheyenne-wy,24/7,way,547693961
Walmart Neighborhood Market,Walmart,OK,Enid,1018 North Cleveland Street,73703,36.40664774375,-97.90966795,+1 580-599-6008,https://www.walmart.com/store/4390/enid-ok,Mo-Su 06:00-24:00,way,547762059
Walmart Supercenter,Walmart,TX,Frisco,16066 State Highway 121,75035,33.12807368461539,-96.73651803846155,+1 469-675-1684,https://www.walmart.com/store/202-frisco-tx,Mo-Su 06:00-01:00,way,547957498
Walmart Supercenter,Walmart,NE,Grand Island,3501 South Locust Street,68803,40.885608,-98.33596090869564,+1 308-381-4970,https://www.walmart.com/store/3395-grand-island-ne,24/7,way,549332908
Walmart,,,,,,41.1267094,-104.76166717999999,,,,way,549380154
Walmart Supercenter,Walmart,TX,McKinney,2041 North Redbud Boulevard,75069,33.22185435,-96.62945221666668,+1 972-542-9585,https://www.walmart.com/store/206-mckinney-tx,24/7,way,549601433
Walmart Supercenter,Walmart,TX,Prosper,500 Richland Boulevard,75078,33.21981468888888,-96.79703746666668,+1 972-347-9467,https://www.walmart.com/store/6300-prosper-tx,06:00-23:00,way,550451223
Walmart Supercenter,Walmart,NM,Las Vegas,2609 7th Street,87701,35.61958006,-105.22738988666666,+1 505-425-5242,https://www.walmart.com/store/1380-las-vegas-nm,06:00-23:00,way,551359982
Walmart Supercenter,Walmart,CO,Lamar,1432 East Olive Street,,38.087320999999996,-102.60824056000001,,,,way,551740916
Walmart,Walmart,,,,,28.619064418181814,-106.02920923636366,,,,way,553390371
Walmart Supercenter,Walmart,TX,Sweetwater,407 Northeast Georgia Avenue,79556,32.4538162,-100.39345085555556,+1 325-236-9562,https://www.walmart.com/store/3381-sweetwater-tx,24/7,way,554131961
Walmart Supercenter,Walmart,KS,Goodland,2160 Commerce Road,67735,39.33442962941177,-101.72828712941178,+1 785-899-2111,https://www.walmart.com/store/2562-goodland-ks,24/7,way,557938326
Walmart Supercenter,Walmart,KS,Junction City,521 East Chestnut Street,66441,39.019185092000015,-96.820890172,+1 785-238-8229,https://www.walmart.com/store/43-junction-city-ks,24/7,way,562704881
Walmart Supercenter,Walmart,TX,Kenedy,200 Business Park Drive,78119,28.834593628571422,-97.86438107142858,+1 830-583-9825,https://www.walmart.com/store/524-kenedy-tx,24/7,way,563499632
Walmart Supercenter,Walmart,TX,Pampa,2801 North Charles Street,79065,35.569849033333334,-100.96957777037038,+1 806-665-0727,https://www.walmart.com/store/600-pampa-tx,24/7,way,563679686
Walmart Supercenter,Walmart,TX,Borger,1501 Roosevelt Street,79007,35.6548655,-101.4119193034483,+1 806-274-7257,https://www.walmart.com/store/1516-borger-tx,24/7,way,563682504
Walmart Supercenter,Walmart,TX,Hereford,300 West 15th Street,79045,34.83959666896553,-102.40736635862066,+1 806-364-5712,https://www.walmart.com/store/3384-hereford-tx,24/7,way,563861998
Walmart Supercenter,Walmart,TX,Floresville,305 10th Street,78114,29.16248874137931,-98.17992656551726,+1 830-393-4417,https://www.walmart.com/store/465-floresville-tx,24/7,way,565562084
Walmart,Walmart,TX,Hallettsville,1506 North Texana Street,77964,29.458483933333337,-96.93788116666666,+1 361-798-4377,https://www.walmart.com/store/1067-hallettsville-tx,24/7,way,566156605
Walmart Neighborhood Market,Walmart,OK,Oklahoma City,11101 North Rockwell Avenue,73162,35.58243435714286,-97.64010581428569,+1 405-773-3555,https://www.walmart.com/store/2877-oklahoma-city-ok,06:00-23:00,way,567258580
Walmart Supercenter,Walmart,OK,Guymon,2600 North Highway 64,73942,36.7055554590909,-101.48770892727272,+1 580-338-1611,https://www.walmart.com/store/1437-guymon-ok,24/7,way,567698693
Walmart Supercenter,Walmart,TX,Cibolo,602 Cibolo Valley Drive,78108,29.57377701904762,-98.23619344285713,+1 210-659-9188,https://www.walmart.com/store/4115-cibolo-tx,Mo-Su 06:00-24:00,way,571405585
Walmart Supercenter,Walmart,TX,Plano,425 Coit Road,75075,33.003996265217395,-96.77170001304346,+1 972-599-1650,https://www.walmart.com/store/3482-plano-tx,24/7,way,572186480
Walmart Supercenter,Walmart,TX,Manor,11923 US Highway 290 East,78653,30.347667542857145,-97.54415441904762,+1 512-651-9100,https://www.walmart.com/store/3169-manor-tx,06:00-23:00,way,573778741
Walmart Supercenter,Walmart,CO,Alamosa,3333 Clark Street,81101,37.482075457894744,-105.90436712368418,+1 719-589-9071,https://www.walmart.com/store/869-alamosa-co,24/7,way,577872028
Walmart Supercenter,Walmart,TX,Hudson Oaks,2801 East Interstate 20 Frontage Road,76087,32.7559137,-97.70945770454546,+1 817-599-7490,https://www.walmart.com/store/3431-hudson-oaks-tx,24/7,way,577898609
Walmart Neighborhood Market,Walmart,KS,Junction City,1723 McFarland Road,66441,39.017892466666666,-96.86172424666665,+1 785-492-6012,https://www.walmart.com/store/4626-junction-city-ks,Mo-Su 06:00-23:00,way,584957290
Walmart Supercenter,Walmart,TX,Lewisville,801 West Main Street,75067,33.0470303892857,-97.01421752142858,+1 972-436-3099,https://www.walmart.com/store/217-lewisville-tx,24/7,way,588823094
Walmart Supercenter,Walmart,OK,Oklahoma City,3301 Southwest 104th Street,73159,35.3654179137931,-97.5768193137931,+1 405-300-6584,https://www.walmart.com/store/7326/oklahoma-city-ok,24/7,way,589101965
Walmart Neighborhood Market,Walmart,TX,Hurst,720 West Pipeline Road,76053,32.82486407142857,-97.18492214285713,+1 817-799-3526,https://www.walmart.com/store/7347-hurst-tx,Mo-Su 06:00-24:00,way,591142971
Walmart Convenience Store,,,,,,32.824021900000005,-97.18386616000001,,,,way,591142972
Walmart Supercenter,Walmart,,,,,28.727387779999997,-106.12982380000001,,,,way,592642153
Walmart Supercenter,Walmart,TX,Lewisville,190 East Round Grove Road,75067,33.00059298064516,-96.99126703870968,+1 972-315-3398,https://www.walmart.com/store/5092-lewisville-tx,Mo-Su 06:00-23:00; PH closed,way,592779198
Walmart Supercenter,Walmart,NE,Beatrice,3620 North 6th Street,68310,40.30353254516128,-96.74437616451611,+1 402-228-1244,https://www.walmart.com/store/2784-beatrice-ne,Mo-Su 06:00-01:00,way,593154777
Walmart Supercenter,Walmart,OK,Ardmore,1715 North Commerce Street,73401,34.19312701904762,-97.14514677142857,+1 580-226-1257,https://www.walmart.com/store/129-ardmore-ok,24/7,way,593416667
Walmart Supercenter,Walmart,CO,Arvada,9400 Ralston Road,80002,39.80050173333333,-105.10302141333334,+1 720-624-0346,https://www.walmart.com/store/4734-arvada-co,Mo-Su 06:00-24:00,way,595594062
Walmart Supercenter,Walmart,TX,Wichita Falls,3130 Lawrence Road,76308,33.87605446363636,-98.54223080909088,+1 940-696-3393,https://www.walmart.com/store/1148-wichita-falls-tx,24/7,way,597316215
Walmart Neighborhood Market,Walmart Neighborhood Market,TX,Richardson,1501 Buckingham Road,75081,32.932547199999995,-96.69736707272727,+1 972-235-9389,https://www.walmart.com/store/2974-richardson-tx,Mo-Su 06:00-24:00,way,597902001
Walmart Supercenter,Walmart,TX,Midlothian,400 North US Highway 67,76065,32.48520493548388,-97.00593965806453,+1 972-775-6755,https://www.walmart.com/store/4279-midlothian-tx,24/7,way,610257327
Walmart,Walmart,TX,Giddings,2374 East Austin Street,78942,30.177771284615385,-96.91575991538463,+1 979-542-1375,https://www.walmart.com/store/473-giddings-tx,Mo-Su 07:00-24:00,way,620202494
Walmart Supercenter,Walmart,TX,Port Lavaca,400 Tiney Browning Boulevard,77979,28.632251023076925,-96.62751818846154,+1 361-552-4116,https://www.walmart.com/store/1098-port-lavaca-tx,24/7,way,623955159
Walmart Neighborhood Market,,,,7800 Summer Creek Drive,,32.63085658,-97.40780128,,,,way,624651666
Walmart Supercenter,Walmart,TX,Eastland,1410 East Main Street,76448,32.4047467,-98.79300954285715,+1 254-629-3371,https://www.walmart.com/store/561-eastland-tx,24/7,way,625706848
Walmart Supercenter,Walmart,WY,Casper,4255 CY Avenue,82604,42.81683654193549,-106.37450744516129,+1 307-232-9593,https://www.walmart.com/store/3778-casper-wy,24/7,way,630669767
Walmart Supercenter,Walmart,NE,Norfolk,2400 West Pasewalk Avenue,68701,42.023922670588234,-97.44493407647059,+1 402-371-5452,https://www.walmart.com/store/645-norfolk-ne,24/7,way,630945657
Walmart Supercenter,Walmart,CO,Elizabeth,2100 Legacy Loop,80107,39.360364570370365,-104.62332297777776,+1 303-646-2599,https://www.walmart.com/store/4639-elizabeth-co,Mo-Su 06:00-24:00,way,631399876
Walmart Supercenter,Walmart,NE,Lexington,200 Frontier Street,68850,40.74464202222222,-99.7422381074074,+1 308-324-7427,https://www.walmart.com/store/637-lexington-ne,24/7,way,632056736
Walmart Supercenter,Walmart,NE,Grand Island,2250 North Diers Avenue,68803,40.94282628965517,-98.38685056551722,+1 308-381-0333,https://www.walmart.com/store/1326-grand-island-ne,24/7,way,632330523
Walmart Supercenter,Walmart,NE,Crete,1800 East 29th Street,68333,40.64044787142857,-96.93945022857143,+1 402-826-1002,https://www.walmart.com/store/4322-crete-ne,Mo-Sa 07:00-20:00,way,632337648
Walmart Supercenter,Walmart,TX,Beeville,502 East Fm 351,78102,28.422055950000008,-97.75344850384613,+1 361-358-4764,https://www.walmart.com/store/463-beeville-tx,24/7,way,634279990
Walmart Neighborhood Market,Walmart,CO,Denver,5141 Chambers Road,80239,39.78614518928571,-104.81145865,+1 303-218-6237,https://www.walmart.com/store/3127-denver-co,06:00-23:00,way,637029330
Walmart Neighborhood Market,Walmart,KS,Wichita,10550 West Central Avenue,67212,37.695404466666666,-97.46473616,+1 316-448-3567,https://www.walmart.com/store/5855-wichita-ks,Mo-Su 06:00-24:00,way,638351293
Walmart Supercenter,Walmart,TX,Garland,1801 Marketplace Drive,75041,32.862948723809524,-96.65206296666666,+1 972-279-8700,https://www.walmart.com/store/1800-garland-tx,24/7,way,641434443
Walmart Neighborhood Market,Walmart,TX,Farmers Branch,13100 Josey Lane,75234,32.92340834615384,-96.88006160769234,+1 972-656-2282,https://www.walmart.com/store/5624-farmers-branch-tx,Mo-Su 06:00-24:00,way,643590096
Walmart Supercenter,Walmart,TX,Temple,6801 West Adams Avenue,76502,31.114691346666667,-97.41520718,+1 254-598-7593,https://www.walmart.com/store/6929-temple-tx,06:00-23:00,way,643832949
Walmart Neighborhood Market,Walmart,TX,Garland,1855 South Garland Avenue,75040,32.89655134615385,-96.64944142307694,+1 972-535-1192,https://www.walmart.com/store/4046-garland-tx,Mo-Su 06:00-24:00,way,645341216
Walmart Neighborhood Market,Walmart,TX,Garland,101 West Buckingham Road,75040,32.93200745384615,-96.63170461538462,+1 469-304-3399,https://www.walmart.com/store/2433-garland-tx,Mo-Su 06:00-24:00,way,645425946
Walmart Neighborhood Market,Walmart,TX,Arlington,2121 North Collins Street,76011,32.768116688000006,-97.09558635600003,+1 817-505-1386,https://www.walmart.com/store/5613-arlington-tx,Mo-Su 06:00-24:00,way,646480725
Walmart Neighborhood Market,Walmart,TX,Abilene,1619 Ambler Avenue,79601,32.473414399999996,-99.73847611111111,+1 325-670-9014,https://www.walmart.com/store/5715/abilene-tx,Mo-Su 06:00-24:00,way,646685020
Walmart Supercenter,Walmart,TX,Hickory Creek,1035 Hickory Creek Boulevard,75065,33.12809202068966,-97.04605127931033,+1 940-321-5363,https://www.walmart.com/store/3286-hickory-creek-tx,24/7,way,651735514
Walmart Supercenter,Walmart,TX,Grapevine,1601 West State Highway 114,76051,32.930591475,-97.10160719375001,+1 817-421-4770,https://www.walmart.com/store/266-grapevine-tx,24/7,way,653239292
Walmart Supercenter,Walmart,NM,Clovis,3728 North Prince Street,88101,34.43779216,-103.20060038,+1 575-769-2261,https://www.walmart.com/store/821-clovis-nm,Mo-Su 06:00-24:00,way,656063942
Walmart Neighborhood Market,Walmart,TX,Plano,3312 Preston Road,75093,33.043706885714286,-96.79226605238097,+1 469-304-3375,https://www.walmart.com/store/4182-plano-tx,Mo-Su 06:00-24:00,way,659126600
Walmart Neighborhood Market,Walmart,TX,Amarillo,7251 Arden Road,79109,35.13076848461539,-101.91899130769231,+1 806-513-6238,https://www.walmart.com/store/7349/amarillo-tx,Mo-Su 06:00-24:00,way,660578870
Walmart Neighborhood Market,Walmart,TX,Amarillo,2711 Southwest 58th Street,79110,35.14824581538461,-101.86704212307693,+1 806-513-6506,https://www.walmart.com/store/4464/amarillo-tx,Mo-Su 06:00-24:00,way,660600125
Walmart Neighborhood Market,Walmart,TX,Mesquite,1951 Military Parkway,75149,32.769258323076926,-96.6283288846154,+1 469-357-5454,https://www.walmart.com/store/5824-mesquite-tx,Mo-Su 06:00-23:00,way,661174450
Walmart Supercenter,Walmart,KS,Liberal,250 East Tucker Road,67901,37.066790455555555,-100.91698328148149,+1 620-624-0106,https://www.walmart.com/store/799-liberal-ks,24/7,way,662485380
Walmart Neighborhood Market,Walmart,TX,Bedford,2108 Bedford Road,76021,32.84344912631579,-97.13210884736843,+1 817-283-9841,https://www.walmart.com/store/3392-bedford-tx,Mo-Su 06:00-24:00,way,663947681
Walmart Supercenter,Walmart,OK,Alva,914 East Oklahoma Boulevard,73717,36.79938993076923,-98.64511256153847,+1-580-327-4021,https://www.walmart.com/store/178-alva-ok,24/7,way,664197320
Walmart Neighborhood Market,Walmart,TX,Lewisville,1515 Justin Road,75077,33.07290785,-97.03825424166666,+1 972-966-6215,https://www.walmart.com/store/3287-lewisville-tx,Mo-Su 07:00-23:00,way,665351319
Walmart Neighborhood Market,Walmart,TX,Mansfield,2951 Matlock Road,76063,32.6051659923077,-97.11657351538462,+1 817-453-5616,https://www.walmart.com/store/2397-mansfield-tx,Mo-Su 06:00-24:00,way,665372222
Walmart Neighborhood Market,Walmart,TX,Plano,3513 East Park Boulevard,75074,33.032445468421045,-96.6666840842105,+1 469-304-3143,https://www.walmart.com/store/3199-plano-tx,Mo-Su 06:00-24:00,way,665711722
Walmart Neighborhood Market,Walmart,TX,Arlington,735 West Sublett Road,76017,32.64568857272727,-97.11765302727272,+1 817-557-8001,https://www.walmart.com/store/2977-arlington-tx,Mo-Su 06:00-24:00,way,666200038
Walmart Supercenter,Walmart,TX,Levelland,407 East State Highway 114,79336,33.59607846428571,-102.36160407857142,+1 806-894-2993,https://www.walmart.com/store/1051-levelland-tx,24/7,way,666396211
Walmart Neighborhood Market,Walmart,TX,Arlington,5401 Park Springs Boulevard,76017,32.659506192307695,-97.16521220000001,+1 817-466-8217,https://www.walmart.com/store/3870-arlington-tx,Mo-Su 06:00-24:00,way,666776386
Walmart Supercenter,Walmart,TX,Grand Prairie,2225 West Interstate 20,75052,32.673586647058826,-97.03591700000001,+1 972-660-4200,https://www.walmart.com/store/896-grand-prairie-tx,24/7,way,667264938
Walmart Supercenter,Walmart,TX,Burleson,951 Southwest Wilshire Boulevard,76028,32.527959347368416,-97.33759514736839,+1 817-572-9574,https://www.walmart.com/store/220-burleson-tx,24/7,way,667757975
Walmart Supercenter,Walmart,TX,Hurst,1732 Precinct Line Road,76054,32.84700737931034,-97.18390093103447,+1 817-503-7152,https://www.walmart.com/store/5080-hurst-tx,24/7,way,668007478
Walmart Neighborhood Market,Walmart,CO,Aurora,21475 East Quincy Avenue,80015,39.64014787333333,-104.7376196,+1 303-248-4048,https://www.walmart.com/store/3740-aurora-co,Mo-Su 06:00-24:00,way,668169820
Walmart Neighborhood Market,Walmart,KS,Derby,1106 South Rock Road,67037,37.5328874368421,-97.24246612105262,+1 316-788-8333,https://www.walmart.com/store/3155-derby-ks,Mo-Su 06:00-24:00,way,669660541
Walmart Neighborhood Market,Walmart,TX,Mesquite,915 North Town East Boulevard,75150,32.813119172727276,-96.60993267272728,+1 972-613-4253,https://www.walmart.com/store/2976-mesquite-tx,24/7,way,669793749
Walmart Supercenter,Walmart,TX,North Richland Hills,6401 Northeast Loop 820,76180,32.84259377241379,-97.24601455862071,+1 817-577-2100,https://www.walmart.com/store/807/north-richland%20hill-tx/whats-new,24/7,way,670793683
Walmart Neighborhood Market,Walmart,OK,Edmond,1101 Northwest 164th Street,73013,35.63966628181819,-97.53257288181818,+1 405-216-8478,https://www.walmart.com/store/3275/edmond-ok,Mo-Su 06:00-24:00,way,672740866
Walmart Neighborhood Market,Walmart,TX,Dallas,2827 South Buckner Boulevard,75227,32.760024853846154,-96.68450195384615,+1 214-775-0787,https://www.walmart.com/store/3015-dallas-tx,Mo-Su 06:00-24:00,way,673148729
Walmart Supercenter,Walmart,TX,Mesquite,200 US Highway 80,75149,32.788749696969695,-96.59892215757577,+1 972-329-0191,https://www.walmart.com/store/789-mesquite-tx,24/7,way,673924865
Walmart Neighborhood Market,Walmart,TX,Converse,10781 Toepperwein Road,78109,29.53604043333333,-98.3336336,+1 210-672-6813,https://www.walmart.com/store/4056/converse-tx,Mo-Su 06:00-24:00,way,674868087
Walmart Supercenter,Walmart,TX,McKinney,1721 North Custer Road,75071,33.2166270952381,-96.73546629999998,+1 972-548-7270,https://www.walmart.com/store/5311-mckinney-tx,24/7,way,674961691
Walmart Supercenter,Walmart,KS,Wichita,501 East Pawnee Street,67211,37.648133705882344,-97.33235085000001,+1 316-267-2400,https://www.walmart.com/store/1099-wichita-ks,Mo-Su 06:00-24:00,way,678014370
Walmart Neighborhood Market,Walmart,TX,Richland Hills,6604 Boulevard 26,76180,32.813664753846155,-97.23919987692307,+1 682-757-9057,https://www.walmart.com/store/6578/richland-hills-tx,Mo-Su 06:00-24:00,way,679318506
Walmart Supercenter,Walmart,OK,Woodward,3215 Williams Avenue,73801,36.412286425714285,-99.38386115142856,+1 580-254-3331,https://www.walmart.com/store/150-woodward-ok,24/7,way,680558709
Walmart Neighborhood Market,Walmart,TX,Dallas,2275 Gus Thomasson Road,75228,32.835927543749996,-96.67640440312498,+1 214-660-9579,https://www.walmart.com/store/5021-dallas-tx,Mo-Su 06:00-24:00,way,680601182
Walmart Supercenter,Walmart,TX,Lampasas,1710 Central Texas Expressway,76550,31.06181738,-98.15877678,+1 512-556-8217,https://www.walmart.com/store/1073-lampasas-tx,Mo-Su 06:00-23:00,way,680818379
Walmart Supercenter,Walmart,KS,Augusta,719 West 7th Avenue,67010,37.67806662608696,-96.98768270869566,+1 316-775-2254,https://www.walmart.com/store/346-augusta-ks,24/7,way,681666222
Walmart,Walmart,OK,Blackwell,1219 West Doolin Avenue,74631,36.810193600000005,-97.29726554999998,+1 580-363-4111,https://www.walmart.com/store/136-blackwell-ok,Mo-Sa 07:00-22:00;Su 09:00-21:00,way,681759472
Walmart Neighborhood Market,Walmart,KS,Wichita,2111 North Amidon Avenue,67203,37.721544794736836,-97.3647858263158,+1 316-361-3325,https://www.walmart.com/store/5990-wichita-ks,Mo-Su 06:00-23:00,way,681766124
Walmart Supercenter,Walmart,KS,Wichita,5475 North Meridian Avenue,67204,37.78425823846154,-97.37361614871793,+1 316-831-9425,https://www.walmart.com/store/4321-wichita-ks,24/7,way,681868604
Walmart Supercenter,Walmart,KS,Dodge City,1905 North 14th Avenue,67801,37.76872981714286,-100.035457,+1 620-225-3917,https://www.walmart.com/store/372-dodge-city-ks,24/7,way,682119215
Walmart Supercenter,Walmart,KS,Garden City,3101 East Kansas Avenue,67846,37.986090299999994,-100.83663537179487,+1 620-275-0775,https://www.walmart.com/store/652-garden-city-ks,24/7,way,682126440
Walmart Neighborhood Market,Walmart,KS,Garden City,2424 North Taylor Avenue,67846,37.98690326666667,-100.88165778666668,+1 620-765-7042,https://www.walmart.com/store/4625/garden-city-ks,Mo-Su 06:00-24:00,way,682128473
Walmart Supercenter,Walmart,CO,Pueblo,4080 West Northern Avenue,81005,38.232284647619046,-104.66470581666665,+1 719-561-8495,https://www.walmart.com/store/1001-pueblo-co,Mo-Su 06:00-24:00,way,682492454
Walmart Neighborhood Market,Walmart,CO,Pueblo,2730 South Prairie Avenue,81005,38.219946065,-104.64165534499998,+1 719-696-6149,https://www.walmart.com/store/5828/pueblo-co,Mo-Su 06:00-23:00,way,682492473
Walmart Convenience Store,,TX,Lubbock,9805 University Avenue,79424,33.50468944000001,-101.8698423,,,,way,683459329
Walmart Convenience Store,,TX,Mesquite,2001 Military Parkway,75149,32.76876462,-96.6293408,,,,way,685034447
Walmart,Walmart,NM,Taos,926 Paseo del Pueblo Sur,87571,36.38726629333333,-105.58647526,+1 575-758-1136,https://www.walmart.com/store/873-taos-nm,Mo-Su 06:00-24:00,way,685115214
Walmart,Walmart,,,,,28.698104195000003,-106.13881615,,,,way,687887267
Walmart Neighborhood Market,Walmart,TX,Cedar Hill,820 East Belt Line Road,75104,32.588205349999996,-96.92456135,+1 469-526-1214,https://www.walmart.com/store/3204/cedar-hill-tx,Mo-Su 06:00-24:00,way,691312993
Walmart Neighborhood Market,Walmart,TX,Keller,2130 Rufe Snow Drive,76248,32.89318270666667,-97.23999627333333,+1 817-427-0413,https://www.walmart.com/store/2981-keller-tx,Mo-Su 06:00-24:00,way,691719873
Walmart Supercenter,Walmart,TX,Rowlett,2501 Lakeview Parkway,75088,32.910486892592594,-96.578028437037,+1 214-607-9839,https://www.walmart.com/store/3225-rowlett-tx,24/7,way,692452151
Walmart Neighborhood Market,Walmart,TX,Denton,3930 Teasley Lane,76210,33.159879714285715,-97.10769738571427,+1 940-783-4152,https://www.walmart.com/store/4104/denton-tx,Mo-Su 06:00-24:00,way,694848149
Walmart Supercenter,Walmart,TX,Canyon,1701 North 23rd Street,79015,34.998238579310346,-101.92254057586204,+1 806-655-1175,https://www.walmart.com/store/793-canyon-tx,24/7,way,697659693
Walmart Supercenter,Walmart,TX,Balch Springs,12300 Lake June Road,75180,32.73200805909091,-96.61547950454546,+1 972-286-8600,https://www.walmart.com/store/1118-balch-springs-tx,24/7,way,698973771
Walmart Supercenter,Walmart,,,,,28.665789333333333,-106.1307556,,,,way,699080973
Walmart Supercenter,Walmart,TX,Castroville,1151 US Highway 90 East,78009,29.35782232727272,-98.8583874,+1 830-538-2110,https://www.walmart.com/store/4102-castroville-tx,Mo-Su 06:00-24:00,way,704171077
Walmart Supercenter,Walmart,NM,Espanola,1610 North Riverside Drive,87532,36.015369451851846,-106.06757437407408,+1 505-747-0414,https://www.walmart.com/store/2656-espanola-nm/,Mo-Su 06:00-24:00,way,704443651
Walmart Neighborhood Market,Walmart,TX,Flower Mound,2800 Flower Mound Road,75022,33.01599162941176,-97.07195608235293,+1 972-538-0355,https://www.walmart.com/store/5963-flower-mound-tx,Mo-Su 06:00-24:00,way,707940460
Walmart Supercenter,Walmart,TX,Hondo,109 22nd Street,78861,29.344116540740742,-99.12689602222224,+1 830-426-4356,https://www.walmart.com/store/443-hondo-tx,06:00-23:00,way,708311005
Walmart Supercenter,Walmart,TX,Wichita Falls,2700 Central Freeway,76306,33.95131091481482,-98.52905707407407,+1 940-851-0629,https://www.walmart.com/store/420-wichita-falls-tx,06:00-23:00,way,709099804
Walmart Supercenter,Walmart,TX,Wichita Falls,5131 Greenbriar Road,76302,33.8507756275862,-98.50156404137931,+1 940-397-9650,https://www.walmart.com/store/414-wichita-falls-tx,06:00-23:00,way,709186265
Walmart Neighborhood Market,Walmart,TX,Sachse,6750 Murphy Road,75048,32.983098022222215,-96.61185703333334,+1 469-366-3942,https://www.walmart.com/store/6851-sachse-tx,06:00-23:00,way,710271353
Walmart Supercenter,Walmart,NM,Edgewood,66 NM-344,87015-6849,35.0710729257143,-106.18825535714284,+1-505-286-3043,https://www.walmart.com/store/4201-edgewood-nm,Mo-Su 06:00-23:00,way,710392657
Walmart Supercenter,Walmart,TX,Arlington,4800 Us 287 Highway,76017,32.666836490476186,-97.20908851904764,+1 817-563-1005,https://www.walmart.com/store/3284-arlington-tx,24/7,way,713260349
Walmart Neighborhood Market,Walmart,TX,Colleyville,4904 Colleyville Boulevard,76034,32.88231972352941,-97.15718400000002,+1-817-770-8334,https://www.walmart.com/store/5614-colleyville-tx,Mo-Su 07:00-23:00,way,713506911
Walmart Supercenter,Walmart,TX,Ennis,700 East Ennis Avenue,75119,32.333418631578944,-96.6205127368421,+1 972-875-9671,https://www.walmart.com/store/286-ennis-tx,06:00-23:00,way,717723617
Walmart Supercenter,Walmart,OK,Weatherford,1349 East Eagle Road,73096,35.52406022307693,-98.69094024615384,+1 580-772-1408,https://www.walmart.com/store/392-weatherford-ok,24/7,way,725700208
Walmart Supercenter,Walmart,TX,El Paso,7101 Gateway Boulevard West,79925,31.777022171052643,-106.38440895263159,+1 915-779-6664,https://www.walmart.com/store/2201-el-paso-tx,06:00-23:00,way,727506728
Walmart Supercenter,Walmart,TX,Brownwood,401 West Commerce Street,76801,31.731635267999994,-98.98166745200002,+1 325-643-9727,https://www.walmart.com/store/813-brownwood-tx,Mo-Su 06:00-23:00,way,727578168
Walmart,Walmart,TX,Ballinger,2005 Hutchings Avenue,76821,31.72042582857143,-99.9608277,+1 325-365-5731,https://www.walmart.com/store/1078-ballinger-tx,06:00-23:00,way,728246274
Walmart Supercenter,Walmart,TX,Snyder,5110 College Avenue,79549,32.690820427272726,-100.91747534545456,+1 325-573-1967,https://www.walmart.com/store/1272-snyder-tx,06:00-23:00,way,729193735
Walmart Supercenter,Walmart,TX,Graham,2121 State Highway 16 South,76450,33.082522360000006,-98.58098984,+1 940-549-7714,https://www.walmart.com/store/353-graham-tx,24/7,way,734238225
Walmart Supercenter,Walmart,TX,Red Oak,100 Sourth Ryan Drive,75154,32.53422977407407,-96.81583715185188,+1 972-515-2062,https://www.walmart.com/store/3433-red-oak-tx,24/7,way,734600508
Walmart Neighborhood Market,Walmart,TX,Socorro,10301 Alameda Avenue,79927,31.654756218181817,-106.28827063636362,+1 915-245-3488,https://www.walmart.com/store/5960-socorro-tx,Mo-Su 06:00-24:00,way,734925153
Walmart Supercenter,Walmart,TX,El Paso,1850 North Zaragoza Road,79936,31.755931671874997,-106.27113095625002,+1 915-855-6405,https://www.walmart.com/store/2612-el-paso-tx,24/7,way,735005414
Walmart Neighborhood Market,Walmart,TX,El Paso,1551 North Zaragoza Road,79936,31.742459563157887,-106.28925530526315,+1 915-855-6840,https://www.walmart.com/store/3661-el-paso-tx,Mo-Su 06:00-24:00,way,735005553
Walmart Garden Center,Walmart,,,,,31.7764245625,-106.38391311249998,,,,way,740145991
Walmart Garden Center,Walmart,,,,,32.732383000000006,-97.79508041428572,,,,way,745296935
Walmart Auto Center,,,,,,32.73197654,-97.79563347999999,,,,way,745296936
Walmart Supercenter,Walmart,OK,Duncan,1845 North Highway 81,73533,34.52800989473684,-97.97019171578947,+1 580-255-5455,https://www.walmart.com/store/1116-duncan-ok,24/7,way,746756408
Walmart Supercenter,Walmart,TX,Bastrop,488 State Highway 71 West,78602,30.103668616129035,-97.33276503225807,+1 512-321-2288,https://www.walmart.com/store/1042-bastrop-tx,06:00-23:00,way,750115239
Walmart Supercenter,Walmart,TX,Killeen,1400 Lowes Boulevard,76542,31.089720606060602,-97.72952621212119,+1 254-526-4102,https://www.walmart.com/store/407-killeen-tx,24/7,way,750489200
Walmart Supercenter,Walmart,TX,Rockdale,709 West Us Highway 79,76567,30.6422826,-97.0323098,+1 512-446-5851,https://www.walmart.com/store/280-rockdale-tx,24/7,way,753416364
